Run Number,Well,Time - DROP,CP - DROP (psi),TP - DROP (psi),LP - DROP (psi),Liquid Load - DROP (psi),Fluid in Tubing - DROP (bbl),Time - ARRIVING,CP - ARRIVING (psi),TP - ARRIVING (psi),LP - ARRIVING (psi),Lift Pressure - ARRIVING (psi),Lift Factor - ARRIVING,Rise Time (m),Rise Velocity (fpm),Good,Miss,Open Duration (m),Close Duration (m),Gas,Liquid
897,Anderson_East_2-35,1/28/2025 17:24,280,67,56.25,213,2.72,1/28/2025 17:12,280,127,55.74,224.26,1.47,8.266666667,545.4435484,1,0,12.63333333,0.8,0.13,
896,Anderson_East_2-35,1/28/2025 17:11,279,70,58.71,209,2.67,1/28/2025 16:59,280,103,52.19,227.81,1.29,6.766666667,666.3546798,1,0,11.86666667,0.866666667,0.15,
895,Anderson_East_2-35,1/28/2025 16:58,278,65,54.89,213,2.72,1/28/2025 16:45,278,111,47.61,230.39,1.38,8.633333333,522.2779923,1,0,12.55,0.866666667,0.15,
894,Anderson_East_2-35,1/28/2025 16:45,277,63,51.27,214,2.73,1/28/2025 16:32,280,106,46.42,233.58,1.34,8.25,546.5454545,1,0,12.41666667,0.866666667,0.16,
893,Anderson_East_2-35,1/28/2025 16:31,279,62,50.44,217,2.77,1/28/2025 16:19,279,113,51.72,227.28,1.37,8,563.625,1,0,12.51666667,0.783333333,0.12,
892,Anderson_East_2-35,1/28/2025 16:18,278,65,54.84,213,2.72,1/28/2025 16:06,280,110,55.49,224.51,1.32,7.15,630.6293706,1,0,12.2,0.8,0.12,
891,Anderson_East_2-35,1/28/2025 16:05,279,69,58.77,210,2.68,1/28/2025 15:54,278,123,62.35,215.65,1.39,6.616666667,681.4609572,1,0,11.48333333,0.783333333,0.12,
890,Anderson_East_2-35,1/28/2025 15:53,277,74,64.81,203,2.59,1/28/2025 15:41,278,110,61.62,216.38,1.29,6.6,683.1818182,1,0,12,0.866666667,0.13,
889,Anderson_East_2-35,1/28/2025 15:40,277,74,64.28,203,2.59,1/28/2025 15:28,278,118,59.35,218.65,1.37,6.816666667,661.4669927,1,0,11.6,0.8,0.12,
888,Anderson_East_2-35,1/28/2025 15:27,277,72,61.88,205,2.62,1/28/2025 15:16,278,122,53.03,224.97,1.44,6.516666667,691.9181586,1,0,11.75,0.866666667,0.14,
887,Anderson_East_2-35,1/28/2025 15:15,276,69,55.86,207,2.64,1/28/2025 15:02,279,114,59.58,219.42,1.33,5.916666667,762.084507,1,0,12.45,0.833333333,0.14,
886,Anderson_East_2-35,1/28/2025 15:02,277,71,61.37,206,2.63,1/28/2025 14:51,276,112,62.63,213.37,1.3,5.9,764.2372881,1,0,10.7,0.866666667,0.11,
885,Anderson_East_2-35,1/28/2025 14:50,275,74,63.26,201,2.56,1/28/2025 14:39,275,130,82.97,192.03,1.32,5.65,798.0530973,1,0,10.55,0.866666667,0.12,
884,Anderson_East_2-35,1/28/2025 14:39,274,95,86.88,179,2.28,1/28/2025 14:28,277,137,93.98,183.02,1.31,5.3,850.754717,1,0,10.35,0.766666667,0.12,
883,Anderson_East_2-35,1/28/2025 14:27,276,104,96.3,172,2.19,1/28/2025 14:18,277,146,103.72,173.28,1.32,4.5,1002,1,0,9.2,0.866666667,0.13,
882,Anderson_East_2-35,1/28/2025 14:17,276,113,106.09,163,2.08,1/28/2025 14:07,276,154,111.28,164.72,1.35,5.383333333,837.5851393,1,0,10.43333333,0.8,0.13,
881,Anderson_East_2-35,1/28/2025 14:06,275,122,114.15,153,1.95,1/28/2025 13:56,277,160,120.26,156.74,1.34,4.85,929.6907216,1,0,10,0.85,0.14,
880,Anderson_East_2-35,1/28/2025 13:55,275,130,122.17,145,1.85,1/28/2025 13:46,275,162,118.87,156.13,1.38,5.283333333,853.4384858,1,0,9.8,0.866666667,0.12,
879,Anderson_East_2-35,1/28/2025 13:45,274,130,122.12,144,1.84,1/28/2025 13:33,276,155,117.28,158.72,1.31,5.15,875.5339806,1,0,11.3,0.866666667,0.13,
878,Anderson_East_2-35,1/28/2025 13:32,274,126,118.65,148,1.89,1/28/2025 13:24,274,158,114.66,159.34,1.37,4.466666667,1009.477612,1,0,8.283333333,0.866666667,0.13,
877,Anderson_East_2-35,1/28/2025 13:23,273,125,116.12,148,1.89,1/28/2025 13:16,277,169,121.39,155.61,1.44,4.616666667,976.6787004,1,0,7.316666667,0.85,0.14,
876,Anderson_East_2-35,1/28/2025 13:15,278,132,122.27,146,1.86,1/28/2025 13:08,274,151,117.49,156.51,1.27,5.65,798.0530973,1,0,7.116666667,0.883333333,0.15,
875,Anderson_East_2-35,1/28/2025 13:07,272,128,120.23,144,1.84,1/28/2025 12:50,272,138,61.35,210.65,1.57,11.58333333,389.2661871,1,0,16.86666667,0.783333333,0.11,
874,Anderson_East_2-35,1/28/2025 12:50,271,78,63.83,193,2.46,1/28/2025 12:12,279,123,58.83,220.17,1.41,7.866666667,573.1779661,1,0,37.4,0.866666667,0.16,
873,Anderson_East_2-35,1/28/2025 12:11,279,74,62.58,205,2.62,1/28/2025 11:58,277,128,54.81,222.19,1.49,7.65,589.4117647,1,0,12.75,0.866666667,0.15,
872,Anderson_East_2-35,1/28/2025 11:58,275,71,58.31,204,2.6,1/28/2025 11:46,275,107,55.68,219.32,1.31,5.8,777.4137931,1,0,11.61666667,0.866666667,0.15,
871,Anderson_East_2-35,1/28/2025 11:45,273,68,58.16,205,2.62,1/28/2025 11:33,273,129,53.75,219.25,1.52,7.916666667,569.5578947,1,0,11.73333333,0.883333333,0.14,
870,Anderson_East_2-35,1/28/2025 11:33,272,72,57.92,200,2.55,1/28/2025 10:42,280,130,63.4,216.6,1.44,8.05,560.1242236,1,0,50.63333333,0.866666667,0.18,
869,Anderson_East_2-35,1/28/2025 10:41,279,79,66.37,200,2.55,1/28/2025 10:28,278,116,55.83,222.17,1.37,7.1,635.0704225,1,0,13.08333333,0.883333333,0.16,
868,Anderson_East_2-35,1/28/2025 10:27,277,70,58.27,207,2.64,1/28/2025 10:15,280,115,61.69,218.31,1.32,6.933333333,650.3365385,1,0,12.31666667,0.766666667,0.13,
867,Anderson_East_2-35,1/28/2025 10:14,278,74,64.15,204,2.6,1/28/2025 10:01,280,125,64.25,215.75,1.39,7.966666667,565.9832636,1,0,12.85,0.85,0.14,
866,Anderson_East_2-35,1/28/2025 10:00,278,77,64.88,201,2.56,1/28/2025 9:46,281,139,64.77,216.23,1.52,8.733333333,516.2977099,1,0,14.36666667,0.783333333,0.13,
865,Anderson_East_2-35,1/28/2025 9:45,280,80,66.97,200,2.55,1/28/2025 9:32,283,117,60.29,222.71,1.34,7.166666667,629.1627907,1,0,13.51666667,0.883333333,0.17,
864,Anderson_East_2-35,1/28/2025 9:31,281,73,62.11,208,2.65,1/28/2025 9:18,281,116,62.39,218.61,1.32,7.65,589.4117647,1,0,12.95,0.85,0.13,
863,Anderson_East_2-35,1/28/2025 9:17,279,77,65.39,202,2.58,1/28/2025 9:03,283,132,64.59,218.41,1.45,8.5,530.4705882,1,0,13.65,0.783333333,0.13,
862,Anderson_East_2-35,1/28/2025 9:02,283,78,65.24,205,2.62,1/28/2025 8:45,284,127,58.88,225.12,1.43,8.516666667,529.4324853,1,0,17.16666667,0.866666667,0.15,
861,Anderson_East_2-35,1/28/2025 8:44,282,73,60.02,209,2.67,1/28/2025 8:30,281,126,52.56,228.44,1.47,8.7,518.2758621,1,0,14.06666667,0.866666667,0.13,
860,Anderson_East_2-35,1/28/2025 8:30,280,70,56.61,210,2.68,1/28/2025 8:16,279,114,53.04,225.96,1.37,7.45,605.2348993,1,0,13.63333333,0.85,0.17,
859,Anderson_East_2-35,1/28/2025 8:15,278,68,55.67,210,2.68,1/28/2025 8:02,281,110,57.35,223.65,1.31,7.783333333,579.3147752,1,0,12.76666667,0.85,0.14,
858,Anderson_East_2-35,1/28/2025 8:01,280,72,60.83,208,2.65,1/28/2025 7:48,280,136,66.22,213.78,1.48,8.2,549.8780488,1,0,13.01666667,0.85,0.15,
857,Anderson_East_2-35,1/28/2025 7:48,279,82,69.53,197,2.51,1/28/2025 7:33,279,134,62.18,216.82,1.5,7.5,601.2,1,0,14.18333333,0.833333333,0.15,
856,Anderson_East_2-35,1/28/2025 7:33,278,79,67.84,199,2.54,1/28/2025 7:20,279,127,67.32,211.68,1.39,6.266666667,719.5212766,1,0,12.45,0.85,0.15,
855,Anderson_East_2-35,1/28/2025 7:19,277,81,69.63,196,2.5,1/28/2025 7:07,279,113,59.8,219.2,1.32,7,644.1428571,1,0,12.33333333,0.833333333,0.1,
854,Anderson_East_2-35,1/28/2025 7:06,277,76,64.18,201,2.56,1/28/2025 6:54,280,118,58.08,221.92,1.37,7.85,574.3949045,1,0,12.58333333,0.766666667,0.12,
853,Anderson_East_2-35,1/28/2025 6:53,278,73,61.32,205,2.62,1/28/2025 6:40,279,127,57.19,221.81,1.46,8.45,533.6094675,1,0,13.16666667,0.85,0.14,
852,Anderson_East_2-35,1/28/2025 6:39,277,73,60.31,204,2.6,1/28/2025 6:26,280,111,56.89,223.11,1.32,7.35,613.4693878,1,0,13.11666667,0.833333333,0.16,
851,Anderson_East_2-35,1/28/2025 6:25,278,72,60.01,206,2.63,1/28/2025 6:13,278,128,60.46,217.54,1.45,7.683333333,586.8546638,1,0,12.18333333,0.766666667,0.12,
850,Anderson_East_2-35,1/28/2025 6:12,277,74,61.23,203,2.59,1/28/2025 5:59,280,122,67.84,212.16,1.34,6.95,648.7769784,1,0,12.45,0.85,0.14,
849,Anderson_East_2-35,1/28/2025 5:59,279,82,70.15,197,2.51,1/28/2025 5:46,279,135,65.43,213.57,1.48,7.616666667,591.9912473,1,0,12.73333333,0.75,0.13,
848,Anderson_East_2-35,1/28/2025 5:45,277,80,68.2,197,2.51,1/28/2025 5:32,280,115,65.16,214.84,1.3,6.55,688.3969466,1,0,13.06666667,0.85,0.15,
847,Anderson_East_2-35,1/28/2025 5:31,279,77,66.13,202,2.58,1/28/2025 5:19,281,123,62.52,218.48,1.38,7.566666667,595.9030837,1,0,12.41666667,0.766666667,0.1,
846,Anderson_East_2-35,1/28/2025 5:18,279,77,65.64,202,2.58,1/28/2025 5:05,280,125,64.01,215.99,1.39,7.816666667,576.8443497,1,0,13.41666667,0.85,0.13,
845,Anderson_East_2-35,1/28/2025 5:04,279,80,67.12,199,2.54,1/28/2025 4:51,279,120,60.76,218.24,1.37,7.433333333,606.5919283,1,0,12.71666667,0.766666667,0.14,
844,Anderson_East_2-35,1/28/2025 4:50,278,77,64.31,201,2.56,1/28/2025 4:38,278,121,62.11,215.89,1.38,7.033333333,641.0900474,1,0,11.86666667,0.866666667,0.17,
843,Anderson_East_2-35,1/28/2025 4:37,277,75,63.15,202,2.58,1/28/2025 4:25,278,121,62.59,215.41,1.37,7.25,621.9310345,1,0,12.7,0.866666667,0.1,
842,Anderson_East_2-35,1/28/2025 4:24,276,79,67.27,197,2.51,1/28/2025 4:11,279,122,61.87,217.13,1.38,8.266666667,545.4435484,1,0,13.18333333,0.85,0.14,
841,Anderson_East_2-35,1/28/2025 4:10,278,77,65.1,201,2.56,1/28/2025 3:57,280,124,60.93,219.07,1.4,8.116666667,555.523614,1,0,13,0.85,0.15,
840,Anderson_East_2-35,1/28/2025 3:56,279,76,63.44,203,2.59,1/28/2025 3:42,277,119,62.38,214.62,1.36,7.683333333,586.8546638,1,0,13.61666667,0.833333333,0.13,
839,Anderson_East_2-35,1/28/2025 3:42,276,77,63.33,199,2.54,1/28/2025 3:30,277,135,62.67,214.33,1.51,7.7,585.5844156,1,0,12,0.766666667,0.11,
838,Anderson_East_2-35,1/28/2025 3:29,276,79,66.73,197,2.51,1/28/2025 3:15,280,115,58.28,221.72,1.34,5.583333333,807.5820896,1,0,13.71666667,0.85,0.17,
837,Anderson_East_2-35,1/28/2025 3:14,278,72,61.27,206,2.63,1/28/2025 3:01,281,111,55.64,225.36,1.33,7.883333333,571.9661734,1,0,13.13333333,0.85,0.12,
836,Anderson_East_2-35,1/28/2025 3:00,279,70,58.78,209,2.67,1/28/2025 2:48,279,127,52.96,226.04,1.49,8.116666667,555.523614,1,0,12.58333333,0.85,0.14,
835,Anderson_East_2-35,1/28/2025 2:47,278,70,56.29,208,2.65,1/28/2025 2:34,279,123,60.79,218.21,1.4,6.616666667,681.4609572,1,0,12.98333333,0.85,0.14,
834,Anderson_East_2-35,1/28/2025 2:33,278,75,63.57,203,2.59,1/28/2025 2:21,279,114,63.48,215.52,1.31,6.266666667,719.5212766,1,0,12.03333333,0.766666667,0.11,
833,Anderson_East_2-35,1/28/2025 2:20,277,77,66.71,200,2.55,1/28/2025 2:07,276,147,66.47,209.53,1.62,8.116666667,555.523614,1,0,12.78333333,0.833333333,0.11,
832,Anderson_East_2-35,1/28/2025 2:07,275,85,69.26,190,2.42,1/28/2025 1:16,279,108,57.53,221.47,1.3,5.65,798.0530973,1,0,50.36666667,0.85,0.16,
831,Anderson_East_2-35,1/28/2025 1:15,277,73,61.63,204,2.6,1/28/2025 1:03,277,114,54.64,222.36,1.36,8.233333333,547.6518219,1,0,12.03333333,0.85,0.15,
830,Anderson_East_2-35,1/28/2025 1:02,276,70,58.33,206,2.63,1/28/2025 0:50,283,134,57.87,225.13,1.51,8.7,518.2758621,1,0,12.85,0.833333333,0.15,
829,Anderson_East_2-35,1/28/2025 0:49,282,74,62.27,208,2.65,1/28/2025 0:34,279,130,70.36,208.64,1.4,6.866666667,656.6504854,1,0,14.56666667,0.85,0.16,
828,Anderson_East_2-35,1/28/2025 0:33,278,85,72.97,193,2.46,1/28/2025 0:22,277,135,69.7,207.3,1.46,6.516666667,691.9181586,1,0,11.75,0.85,0.13,
827,Anderson_East_2-35,1/28/2025 0:21,275,83,71.97,192,2.45,1/28/2025 0:09,276,118,68.06,207.94,1.32,5.4,835,1,0,11.55,0.833333333,0.15,
826,Anderson_East_2-35,1/28/2025 0:08,274,82,71.15,192,2.45,1/27/2025 23:57,276,122,64.05,211.95,1.38,7.266666667,620.5045872,1,0,11.83333333,0.85,0.11,
825,Anderson_East_2-35,1/27/2025 23:56,275,77,66.19,198,2.53,1/27/2025 23:41,278,128,56.12,221.88,1.48,9.5,474.6315789,1,0,15,0.85,0.11,
824,Anderson_East_2-35,1/27/2025 23:40,278,73,59.02,205,2.62,1/27/2025 23:24,279,128,50.41,228.59,1.51,9.566666667,471.3240418,1,0,15.51666667,0.833333333,0.12,
823,Anderson_East_2-35,1/27/2025 23:23,278,69,53.93,209,2.67,1/27/2025 23:10,279,114,46.57,232.43,1.41,8.116666667,555.523614,1,0,13.36666667,0.85,0.14,
822,Anderson_East_2-35,1/27/2025 23:09,278,63,50.13,215,2.74,1/27/2025 22:57,278,107,52.2,225.8,1.32,6.966666667,647.2248804,1,0,12.38333333,0.766666667,0.12,
821,Anderson_East_2-35,1/27/2025 22:56,276,65,53.49,211,2.69,1/27/2025 22:44,276,109,53.05,222.95,1.34,7.366666667,612.081448,1,0,12.1,0.833333333,0.12,
820,Anderson_East_2-35,1/27/2025 22:43,275,69,57.16,206,2.63,1/27/2025 22:31,279,113,50.77,228.23,1.37,8.383333333,537.8528827,1,0,12.03333333,0.85,0.14,
819,Anderson_East_2-35,1/27/2025 22:30,277,66,53.09,211,2.69,1/27/2025 22:16,277,117,47.41,229.59,1.43,9.666666667,466.4482759,1,0,13.85,0.85,0.14,
818,Anderson_East_2-35,1/27/2025 22:16,276,65,50.64,211,2.69,1/27/2025 22:03,278,117,55.63,222.37,1.38,8.033333333,561.2863071,1,0,12.6,0.85,0.15,
817,Anderson_East_2-35,1/27/2025 22:02,277,71,58.8,206,2.63,1/27/2025 21:51,276,143,89.28,186.72,1.4,5.866666667,768.5795455,1,0,11.36666667,0.85,0.17,
816,Anderson_East_2-35,1/27/2025 21:50,275,102,91.58,173,2.21,1/27/2025 21:39,278,146,97.21,180.79,1.37,5.316666667,848.0877743,1,0,11.35,0.833333333,0.16,
815,Anderson_East_2-35,1/27/2025 21:38,276,110,99.1,166,2.12,1/27/2025 21:26,277,150,87.68,189.32,1.49,6.516666667,691.9181586,1,0,11.6,0.85,0.11,
814,Anderson_East_2-35,1/27/2025 21:25,275,101,89.32,174,2.22,1/27/2025 21:13,278,131,76.82,201.18,1.37,5.866666667,768.5795455,1,0,11.88333333,0.85,0.16,
813,Anderson_East_2-35,1/27/2025 21:13,276,89,77.36,187,2.39,1/27/2025 21:00,277,118,56.05,220.95,1.39,7.366666667,612.081448,1,0,12.2,0.85,0.12,
812,Anderson_East_2-35,1/27/2025 21:00,275,73,59.73,202,2.58,1/27/2025 20:46,276,129,60.4,215.6,1.47,9.7,464.8453608,1,0,13.76666667,0.85,0.17,
811,Anderson_East_2-35,1/27/2025 20:45,277,77,64.14,200,2.55,1/27/2025 20:28,280,159,82.68,197.32,1.63,8.4,536.7857143,1,0,16.88333333,0.85,0.18,
810,Anderson_East_2-35,1/27/2025 20:27,279,97,84.6,182,2.32,1/27/2025 20:09,280,140,72.18,207.82,1.48,7,644.1428571,1,0,17.7,0.85,0.15,
809,Anderson_East_2-35,1/27/2025 20:09,279,87,75.01,192,2.45,1/27/2025 19:57,278,139,66.31,211.69,1.52,6.766666667,666.3546798,1,0,12.03333333,0.85,0.14,
808,Anderson_East_2-35,1/27/2025 19:56,276,83,67.74,193,2.46,1/27/2025 19:42,280,108,55.73,224.27,1.3,6.083333333,741.2054795,1,0,13.41666667,0.783333333,0.13,
807,Anderson_East_2-35,1/27/2025 19:42,278,69,59.23,209,2.67,1/27/2025 19:29,279,117,55.29,223.71,1.38,7.15,630.6293706,1,0,12.03333333,0.866666667,0.12,
806,Anderson_East_2-35,1/27/2025 19:29,278,69,58.14,209,2.67,1/27/2025 19:10,281,123,48.07,232.93,1.47,12.7,355.0393701,1,0,18.15,0.85,0.15,
805,Anderson_East_2-35,1/27/2025 19:10,281,66,52.14,215,2.74,1/27/2025 18:54,282,134,52.56,229.44,1.55,10,450.9,1,0,15.41666667,0.85,0.16,
804,Anderson_East_2-35,1/27/2025 18:53,280,71,56.35,209,2.67,1/27/2025 18:40,282,114,53.19,228.81,1.36,7.033333333,641.0900474,1,0,13.66666667,0.833333333,0.15,
803,Anderson_East_2-35,1/27/2025 18:39,280,68,56.19,212,2.7,1/27/2025 18:26,281,114,53.58,227.42,1.36,7.95,567.1698113,1,0,12.78333333,0.85,0.13,
802,Anderson_East_2-35,1/27/2025 18:25,278,69,56.28,209,2.67,1/27/2025 18:12,282,124,49.96,232.04,1.47,9.316666667,483.9713775,1,0,13.38333333,0.866666667,0.14,
801,Anderson_East_2-35,1/27/2025 18:11,281,66,52.81,215,2.74,1/27/2025 17:57,285,110,48.78,236.22,1.35,8.6,524.3023256,1,0,13.98333333,0.866666667,0.16,
800,Anderson_East_2-35,1/27/2025 17:56,284,65,51.59,219,2.79,1/27/2025 17:43,281,116,49.33,231.67,1.4,8.433333333,534.6640316,1,0,13.28333333,0.766666667,0.13,
799,Anderson_East_2-35,1/27/2025 17:42,280,65,51.49,215,2.74,1/27/2025 17:29,283,112,49.64,233.36,1.36,8.35,540,1,0,12.71666667,0.866666667,0.14,
798,Anderson_East_2-35,1/27/2025 17:28,282,66,53.09,216,2.76,1/27/2025 17:16,285,124,55.16,229.84,1.43,8.366666667,538.9243028,1,0,12.81666667,0.866666667,0.15,
797,Anderson_East_2-35,1/27/2025 17:15,284,72,58.89,212,2.7,1/27/2025 17:01,283,122,56.48,226.52,1.41,8.016666667,562.4532225,1,0,13.71666667,0.883333333,0.16,
796,Anderson_East_2-35,1/27/2025 17:00,282,71,58.89,211,2.69,1/27/2025 16:48,281,108,55.08,225.92,1.31,7.533333333,598.539823,1,0,12.68333333,0.866666667,0.14,
795,Anderson_East_2-35,1/27/2025 16:47,280,69,57.91,211,2.69,1/27/2025 16:34,281,118,53.74,227.26,1.39,8.366666667,538.9243028,1,0,12.3,0.783333333,0.13,
794,Anderson_East_2-35,1/27/2025 16:34,281,69,57.06,212,2.7,1/27/2025 16:20,281,118,49.41,231.59,1.42,9.083333333,496.4036697,1,0,13.66666667,0.866666667,0.14,
793,Anderson_East_2-35,1/27/2025 16:19,280,64,51.14,216,2.76,1/27/2025 16:04,283,126,46.79,236.21,1.5,10.36666667,434.9517685,1,0,15.18333333,0.866666667,0.15,
792,Anderson_East_2-35,1/27/2025 16:03,282,65,50.22,217,2.77,1/27/2025 15:50,283,113,51.89,231.11,1.36,7.116666667,633.5831382,1,0,13.45,0.866666667,0.17,
791,Anderson_East_2-35,1/27/2025 15:49,281,66,54.95,215,2.74,1/27/2025 15:36,281,109,52.03,228.97,1.33,7.65,589.4117647,1,0,12.36666667,0.866666667,0.15,
790,Anderson_East_2-35,1/27/2025 15:36,280,66,54.65,214,2.73,1/27/2025 15:23,281,109,53.42,227.58,1.32,7.7,585.5844156,1,0,12.41666667,0.783333333,0.12,
789,Anderson_East_2-35,1/27/2025 15:22,280,69,56.94,211,2.69,1/27/2025 15:10,282,112,50.47,231.53,1.36,8.4,536.7857143,1,0,12.36666667,0.766666667,0.12,
788,Anderson_East_2-35,1/27/2025 15:09,281,65,53.53,216,2.76,1/27/2025 14:56,282,109,50.17,231.83,1.34,8.35,540,1,0,12.7,0.85,0.16,
787,Anderson_East_2-35,1/27/2025 14:56,281,65,52.2,216,2.76,1/27/2025 14:43,281,113,49.44,231.56,1.38,8.116666667,555.523614,1,0,12.46666667,0.8,0.14,
786,Anderson_East_2-35,1/27/2025 14:42,280,60,48.54,220,2.81,1/27/2025 14:30,281,117,49.77,231.23,1.41,6.9,653.4782609,1,0,12.13333333,0.783333333,0.1,
785,Anderson_East_2-35,1/27/2025 14:29,278,67,54.67,211,2.69,1/27/2025 14:18,282,107,52.66,229.34,1.31,6.783333333,664.7174447,1,0,11.76666667,0.866666667,0.15,
784,Anderson_East_2-35,1/27/2025 14:17,280,66,54.92,214,2.73,1/27/2025 14:05,283,108,51.47,231.53,1.32,8.083333333,557.814433,1,0,12.16666667,0.866666667,0.13,
783,Anderson_East_2-35,1/27/2025 14:04,282,67,54.61,215,2.74,1/27/2025 13:51,283,127,54.53,228.47,1.46,8.35,540,1,0,12.43333333,0.866666667,0.14,
782,Anderson_East_2-35,1/27/2025 13:50,282,72,59.04,210,2.68,1/27/2025 13:38,283,138,87.24,195.76,1.35,5.083333333,887.0163934,1,0,12.21666667,0.783333333,0.14,
781,Anderson_East_2-35,1/27/2025 13:37,282,102,92.11,180,2.3,1/27/2025 13:31,280,161,107.33,172.67,1.45,1.05,4294.285714,1,0,5.9,0.883333333,0.15,
780,Anderson_East_2-35,1/27/2025 13:31,279,116,107.73,163,2.08,1/27/2025 13:26,282,164,121.68,160.32,1.36,0.95,4746.315789,1,0,4.95,0.866666667,0.12,
779,Anderson_East_2-35,1/27/2025 13:25,280,134,125.84,146,1.86,1/27/2025 13:16,279,203,161.04,117.96,1.55,4.083333333,1104.244898,1,0,8.75,0.783333333,0.13,
778,Anderson_East_2-35,1/27/2025 13:15,278,174,163.5,104,1.33,1/27/2025 13:09,284,197,158.01,125.99,1.45,3.55,1270.140845,1,0,6.083333333,0.783333333,0.13,
777,Anderson_East_2-35,1/27/2025 13:08,283,168,159.7,115,1.47,1/27/2025 13:03,288,194,153,135,1.44,4.15,1086.506024,1,0,5.2,0.783333333,0.13,
776,Anderson_East_2-35,1/27/2025 13:03,288,163,153.26,125,1.59,1/27/2025 12:55,284,174,142.5,141.5,1.29,5.766666667,781.9075145,1,0,7.683333333,0.783333333,0.12,
775,Anderson_East_2-35,1/27/2025 12:54,282,149,140.52,133,1.7,1/27/2025 12:40,282,150,73.72,208.28,1.58,8.866666667,508.5338346,1,0,13.65,0.783333333,0.09,
774,Anderson_East_2-35,1/27/2025 12:40,281,87,72.43,194,2.47,1/27/2025 12:23,284,108,58.57,225.43,1.28,5.4,835,1,0,16.46666667,0.8,0.12,
773,Anderson_East_2-35,1/27/2025 12:22,282,70,60.81,212,2.7,1/27/2025 12:10,281,107,54.04,226.96,1.3,7.716666667,584.3196544,1,0,12.3,0.85,0.12,
772,Anderson_East_2-35,1/27/2025 12:09,280,67,56.15,213,2.72,1/27/2025 11:56,283,122,55.85,227.15,1.41,8.816666667,511.4177694,1,0,13.23333333,0.783333333,0.13,
771,Anderson_East_2-35,1/27/2025 11:55,283,71,58.47,212,2.7,1/27/2025 11:38,284,125,54.17,229.83,1.45,9.933333333,453.9261745,1,0,16.76666667,0.883333333,0.16,
770,Anderson_East_2-35,1/27/2025 11:38,283,70,57.66,213,2.72,1/27/2025 11:23,282,132,60.04,221.96,1.48,7.75,581.8064516,1,0,14.76666667,0.783333333,0.14,
769,Anderson_East_2-35,1/27/2025 11:22,281,77,63.75,204,2.6,1/27/2025 11:09,283,112,63.74,219.26,1.28,5.816666667,775.1862464,1,0,13.11666667,0.866666667,0.18,
768,Anderson_East_2-35,1/27/2025 11:08,281,78,66.48,203,2.59,1/27/2025 10:56,285,123,64.11,220.89,1.36,7.466666667,603.8839286,1,0,12.06666667,0.866666667,0.14,
767,Anderson_East_2-35,1/27/2025 10:55,283,78,65.75,205,2.62,1/27/2025 10:41,285,121,60.88,224.12,1.37,8.25,546.5454545,1,0,13.75,0.866666667,0.12,
766,Anderson_East_2-35,1/27/2025 10:40,284,77,64.6,207,2.64,1/27/2025 10:27,283,126,62.58,220.42,1.4,7.983333333,564.8016701,1,0,13.01666667,0.766666667,0.13,
765,Anderson_East_2-35,1/27/2025 10:27,282,77,64.67,205,2.62,1/27/2025 10:14,281,124,59.68,221.32,1.41,6.966666667,647.2248804,1,0,12.66666667,0.783333333,0.13,
764,Anderson_East_2-35,1/27/2025 10:13,279,78,65.51,201,2.56,1/27/2025 10:01,283,114,60.02,222.98,1.32,6.65,678.0451128,1,0,11.76666667,0.866666667,0.16,
763,Anderson_East_2-35,1/27/2025 10:00,281,75,63.42,206,2.63,1/27/2025 9:48,280,129,59.7,220.3,1.46,8.066666667,558.9669421,1,0,12.75,0.866666667,0.12,
762,Anderson_East_2-35,1/27/2025 9:47,280,74,61.54,206,2.63,1/27/2025 9:29,282,130,50.46,231.54,1.52,11.66666667,386.4857143,1,0,18.1,0.866666667,0.15,
761,Anderson_East_2-35,1/27/2025 9:28,282,65,50.63,217,2.77,1/27/2025 9:12,280,126,54.07,225.93,1.47,8.25,546.5454545,1,0,15.65,0.866666667,0.16,
760,Anderson_East_2-35,1/27/2025 9:11,279,72,57.24,207,2.64,1/27/2025 8:59,279,118,63.81,215.19,1.34,5.783333333,779.6541787,1,0,12.46666667,0.783333333,0.14,
759,Anderson_East_2-35,1/27/2025 8:58,277,77,64.9,200,2.55,1/27/2025 8:47,281,116,64.86,216.14,1.31,6.5,693.6923077,1,0,11.53333333,0.866666667,0.13,
758,Anderson_East_2-35,1/27/2025 8:46,279,80,67.38,199,2.54,1/27/2025 8:34,282,124,63.73,218.27,1.38,7.8,578.0769231,1,0,12.05,0.783333333,0.11,
757,Anderson_East_2-35,1/27/2025 8:33,281,80,67.55,201,2.56,1/27/2025 8:19,278,126,58.51,219.49,1.44,8.2,549.8780488,1,0,14.26666667,0.783333333,0.12,
756,Anderson_East_2-35,1/27/2025 8:18,277,73,61.01,204,2.6,1/27/2025 8:05,277,105,52.38,224.62,1.31,7.016666667,642.6128266,1,0,12.51666667,0.833333333,0.13,
755,Anderson_East_2-35,1/27/2025 8:05,275,68,55.43,207,2.64,1/27/2025 7:52,275,131,54.69,220.31,1.53,8.533333333,528.3984375,1,0,12.58333333,0.85,0.15,
754,Anderson_East_2-35,1/27/2025 7:51,275,73,57.3,202,2.58,1/27/2025 6:59,280,112,61.12,218.88,1.3,6,751.5,1,0,52.43333333,0.833333333,0.15,
